"gender","grad_year","transfer","major","minor","returning_member","intern_job_count","Java","Python","R","SQL","C.C..","JavaScript.TypeScript","Languages","NumPy","Pandas","SciPy","Scikit.learn","PyTorch","Tensorflow","Math.4A","CS.9","Calculus.Math.3A.Math.3B.AP.Calc","Math.6A","Math.8.PSTAT.8.CS.40","PSTAT.10","PSTAT.120A","PSTAT.120B","PSTAT.126","PSTAT.160A.160B","Math.117","PSTAT.131","Math.108A","CS.165A.165B","PSTAT.135","Career.fair","Professional.workshops","Technical.workshops","Company.talks...Data.talks","Social.events","Project.groups","Events","Career.Goal","Tableau","Power.BI","Matplotlib","SAS","Looking_for_internship","Looking_for_full_time","internship_or_full_time","Prefer.Remote","Top.desired.location","Top.desired.state","Industry.Preferences","Number.of.completed.data.science.projects","Data_Science_Technologies","research_job_count","Data.Science.Skills","Merged_Languages","Courses","Packages","ID"
"Male",2027,"No","Statistics & Data Science","starting take econ classes because I'm interested in the TMP program. ","No",0,"No","No","No","No","No","No","","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","No","Yes","Yes","No","Yes","No","internship","In person","United States","Michigan","Tech",4,"Tableau, Power BI, Azure, Databricks, RapidMiner",0,"Machine Learning, Deep Learning, Data Wrangling","","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, PSTAT.10","",293
"Male",2026,"No","Statistics & Data Science","","Yes",0,"Yes","Yes","Yes","Yes","No","No","Java, Python, R, SQL","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks","Data Analyst","Yes","No","No","Yes","Yes","No","internship","No preference","Germany","","Tech",6,"Tableau, Hadoop, Spark, Apache Kafka, Airflow, Azure, D3.js, BigQuery",1,"Data Visualization, Predictive Analytics","Java, Python, R, SQL, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B","",294
"Male",2028,"No","Statistics & Data Science","","No",0,"Yes","No","No","No","No","Yes","Java","No","No","No","No","No","No","Yes","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Project.groups","Data Engineer","No","No","No","No","Yes","No","internship","In person","United States","New York","Tech",4,"AWS (Amazon Web Services), GCP (Google Cloud Platform), D3.js, RapidMiner, Snowflake",4,"Deep Learning","Java","Calculus.Math.3A.Math.3B.AP.Calc, PSTAT.10","",295
"Male",2027,"No","Economics/Economics & Accounting, Statistics & Data Science","","No",2,"No","Yes","Yes","Yes","No","No","Python, R, SQL","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No","Yes","Career.fair, Technical.workshops, Company.talks...Data.talks, Project.groups","Data Engineer","No","Yes","Yes","Yes","Yes","No","internship","No preference","Canada","","Tech",3,"Airflow, Databricks, Jupyter Notebook, RapidMiner",0,"Data Visualization, Natural Language Processing","Python, R, SQL, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B","NumPy, Pandas",296
"Male",2024,"No","Computer Science/Computer Engineering","","No",1,"Yes","Yes","No","Yes","Yes","Yes","Java, Python, SQL, C.C..","No","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","Yes","Yes","Yes","Yes","No","Yes","full time","Remote","United States","Michigan","Tech",3,"Tableau, Hadoop, SPSS, Jupyter Notebook, Alteryx",1,"Machine Learning","Java, Python, SQL, C.C.., SAS","Calculus.Math.3A.Math.3B.AP.Calc","Pandas",297
"Male",2027,"No","Computer Science/Computer Engineering","Linguistics","Yes",1,"Yes","Yes","No","Yes","Yes","Yes","Java, Python, SQL, C.C..","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Project.groups","Data Analyst","No","No","Yes","Yes","Yes","No","internship","No preference","Canada","","Tech",3,"Hadoop, Spark, Airflow, D3.js, Snowflake",4,"Natural Language Processing","Java, Python, SQL, C.C.., SAS","Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.120A","",298
"Male",2025,"No","Statistics & Data Science","","Yes",2,"No","Yes","Yes","Yes","No","No","Python, R, SQL","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","Yes","No","No","No","No","Yes","full time","In person","Canada","","Tech",5,"Airflow, AWS (Amazon Web Services), SAS, D3.js",3,"Deep Learning, Natural Language Processing","Python, R, SQL","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, PSTAT.126, PSTAT.131","NumPy, Pandas, SciPy, Scikit.learn, PyTorch, Tensorflow",299
"Female",2028,"No","Statistics & Data Science","","No",1,"Yes","No","No","No","No","No","Java","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","No","No","No","No","Yes","No","internship","No preference","United States","California","Tech",0,"Excel, Hadoop, Airflow, AWS (Amazon Web Services), GCP (Google Cloud Platform), Azure, Databricks, SAS, SPSS, Jupyter Notebook",2,"Natural Language Processing, Predictive Analytics","Java","","",300
"Female",2028,"No","Statistics & Data Science","","No",2,"Yes","No","No","No","Yes","Yes","Java, C.C..","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","No","Yes","No","No","Yes","No","internship","Remote","United States","New York","Retail",5,"Tableau, Excel, Spark, Airflow, AWS (Amazon Web Services), Azure, Databricks, SPSS, Jupyter Notebook, Alteryx, Hive, Snowflake",0,"Deep Learning","Java, C.C..","","",301
"Male",2026,"No","Statistics & Data Science","","No",3,"No","Yes","Yes","No","No","No","Python, R","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Engineer","No","Yes","Yes","Yes","Yes","No","internship","Remote","Germany","","Tech",6,"Spark, SAS, RapidMiner, Alteryx, BigQuery, Snowflake",0,"Natural Language Processing","Python, R, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10","NumPy",302
"Male",2027,"No","Statistics & Data Science","","No",2,"No","Yes","Yes","No","No","No","Python, R","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","Yes","Yes","Career.fair, Professional.workshops, Social.events, Project.groups","Data Scientist","Yes","No","Yes","No","Yes","No","internship","Remote","United Kingdom","","Retail",2,"Spark, Azure, D3.js",2,"Deep Learning, Predictive Analytics","Python, R","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10","",303
"Male",2027,"No","Statistics & Data Science","","Yes",1,"Yes","Yes","Yes","Yes","No","No","Java, Python, R, SQL","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","Career.fair, Professional.workshops, Company.talks...Data.talks, Project.groups","Data Scientist","Yes","No","No","Yes","Yes","No","internship","Remote","United States","New York","Tech",4,"Excel, Apache Kafka, GCP (Google Cloud Platform), Azure, SAS, SPSS, RapidMiner",4,"Deep Learning","Java, Python, R, SQL, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40","NumPy",304
"Male",2028,"No","Financial Math & Statistics","","No",2,"Yes","Yes","No","No","No","Yes","Java, Python","No","Yes","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","Yes","Yes","Career.fair, Professional.workshops, Social.events, Project.groups","Data Scientist","Yes","Yes","No","No","Yes","No","internship","In person","United States","Ohio","Tech",7,"Apache Kafka, AWS (Amazon Web Services), GCP (Google Cloud Platform), Databricks, SAS, SPSS, D3.js, BigQuery",0,"Machine Learning, Predictive Analytics","Java, Python","Calculus.Math.3A.Math.3B.AP.Calc, Math.6A","Pandas",305
"Male",2027,"No","Economics/Economics & Accounting","","No",2,"No","Yes","No","No","No","No","Python","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","No","No","No","Yes","Yes","No","internship","In person","Australia","","Tech",1,"Excel, Spark, SAS, D3.js, Alteryx, Snowflake",0,"Machine Learning, Deep Learning, Data Wrangling","Python, SAS","Calculus.Math.3A.Math.3B.AP.Calc","",306
"Male",2025,"Yes","Statistics & Data Science","","No",0,"No","Yes","Yes","Yes","No","No","Python, R, SQL","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks","Data Engineer","Yes","No","Yes","Yes","No","Yes","full time","In person","United States","Michigan","Tech",1,"Tableau, Hadoop, AWS (Amazon Web Services), GCP (Google Cloud Platform), Databricks, SPSS, Alteryx, BigQuery",2,"Natural Language Processing, Predictive Analytics, Data Wrangling","Python, R, SQL, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B","NumPy, Pandas",307
"Female",2026,"No","Statistics & Data Science","","No",0,"No","Yes","Yes","Yes","Yes","No","Python, R, SQL, C.C..","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Project.groups","Data Engineer","No","Yes","Yes","Yes","Yes","No","internship","No preference","Germany","","Education",1,"Tableau, Hadoop, AWS (Amazon Web Services), GCP (Google Cloud Platform), D3.js, RapidMiner, BigQuery, Hive",2,"Data Visualization, Deep Learning, Natural Language Processing, Predictive Analytics","Python, R, SQL, C.C.., SAS","Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, Math.108A","",308
"Male",2028,"No","Computer Science/Computer Engineering","","No",0,"No","No","No","No","No","No","","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","Yes","No","Career.fair, Professional.workshops, Social.events","Data Scientist","Yes","No","No","Yes","Yes","No","internship","In person","United States","Illinois","Tech",2,"Tableau, Hadoop, Spark, AWS (Amazon Web Services)",4,"Predictive Analytics","SAS","Calculus.Math.3A.Math.3B.AP.Calc","",309
"Female",2025,"No","Statistics & Data Science","","Yes",3,"No","Yes","Yes","Yes","No","No","Python, R, SQL","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","Yes","No","No","Yes","No","No","Career.fair, Company.talks...Data.talks","Data Engineer","No","No","Yes","No","No","Yes","full time","Remote","United States","North Carolina","Tech",2,"Power BI, Hadoop, Databricks, SPSS, Jupyter Notebook, D3.js, RapidMiner, Hive",3,"","Python, R, SQL","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, PSTAT.126, PSTAT.160A.160B, PSTAT.131","NumPy, Pandas, Scikit.learn",310
"Male",2027,"No","Statistics & Data Science","","Yes",0,"Yes","Yes","Yes","Yes","No","Yes","Java, Python, R, SQL","Yes","No","No","No","Yes","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","Yes","Yes","No","No","Yes","No","internship","No preference","United States","Illinois","Tech",1,"SAS, D3.js, Alteryx, Snowflake",4,"Machine Learning, Natural Language Processing","Java, Python, R, SQL","CS.9, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.120B","NumPy, PyTorch",311
"Female",2026,"No","Statistics & Data Science","","No",1,"No","Yes","Yes","No","No","No","Python, R","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Scientist","No","No","Yes","Yes","Yes","No","internship","In person","United States","Illinois","Tech",2,"Spark, Azure, RapidMiner, BigQuery",0,"Natural Language Processing, Predictive Analytics","Python, R, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, Math.108A","NumPy, Pandas, SciPy, Scikit.learn, PyTorch, Tensorflow",312
"Male",2026,"Yes","Statistics & Data Science","","No",0,"Yes","Yes","Yes","Yes","Yes","No","Java, Python, R, SQL, C.C..","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Scientist","Yes","No","Yes","Yes","Yes","No","internship","No preference","Canada","","Tech",5,"Tableau, Power BI, Excel, Spark, SAS",1,"Machine Learning, Predictive Analytics","Java, Python, R, SQL, C.C.., SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A","NumPy, Pandas, Scikit.learn",313
"Male",2026,"Yes","Statistics & Data Science","","No",0,"Yes","Yes","Yes","No","Yes","Yes","Java, Python, R, C.C..","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","No","Career.fair, Professional.workshops, Company.talks...Data.talks, Social.events","Data Analyst","Yes","No","Yes","Yes","Yes","No","internship","In person","United States","Pennsylvania","Tech",7,"Excel, Databricks, SPSS, BigQuery, Hive, Snowflake",3,"Deep Learning, Data Wrangling","Java, Python, R, C.C.., SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A","NumPy",314
"Male",2027,"No","Biology","","No",0,"Yes","Yes","No","Yes","Yes","Yes","Java, Python, SQL, C.C..","Yes","Yes","No","Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","Yes","Yes","Career.fair, Technical.workshops, Social.events, Project.groups","Data Analyst","No","No","Yes","No","Yes","No","internship","No preference","Australia","","Retail",5,"Tableau, Power BI, Spark, Apache Kafka, Airflow, Hive",0,"Machine Learning, Natural Language Processing, Predictive Analytics, Data Wrangling","Java, Python, SQL, C.C..","Calculus.Math.3A.Math.3B.AP.Calc","NumPy, Pandas, Scikit.learn",315
"Male",2025,"No","Financial Math & Statistics","","No",3,"No","Yes","Yes","Yes","No","No","Python, R, SQL","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Scientist","No","No","No","No","No","Yes","full time","In person","United States","Georgia","Tech",3,"Tableau, Power BI, Spark, Azure, SAS, Alteryx, Hive, Snowflake",3,"Machine Learning, Deep Learning","Python, R, SQL","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, PSTAT.126, PSTAT.160A.160B, Math.117","NumPy, Pandas, SciPy",316
"Male",2026,"Yes","Statistics & Data Science","","No",0,"Yes","Yes","Yes","Yes","Yes","No","Java, Python, R, SQL, C.C..","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","No","No","Yes","No","Yes","No","internship","In person","United States","California","Tech",1,"Tableau, Power BI, SAS, D3.js, BigQuery",0,"Machine Learning, Predictive Analytics, Data Wrangling","Java, Python, R, SQL, C.C..","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A","NumPy",317
"Male",2027,"No","Statistics & Data Science","","No",0,"Yes","Yes","Yes","Yes","Yes","No","Java, Python, R, SQL, C.C..","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Project.groups","Data Engineer","Yes","Yes","No","No","Yes","No","internship","Remote","Germany","","Tech",0,"Power BI, Azure, Alteryx, BigQuery, Hive, Snowflake",0,"","Java, Python, R, SQL, C.C..","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A","",318
"Male",2026,"No","Computer Science/Computer Engineering, Mathematics/Applied Mathematics","","No",2,"Yes","Yes","No","Yes","Yes","Yes","Java, Python, SQL, C.C..","Yes","Yes","Yes","No","Yes","No","No","No","No","No","Yes","No","Yes","No","No","No","Yes","No","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Career.fair, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","No","No","No","Yes","Yes","No","internship","No preference","United States","Michigan","Tech",1,"Power BI, Excel, RapidMiner, Snowflake",2,"Machine Learning","Java, Python, SQL, C.C.., SAS","Math.8.PSTAT.8.CS.40, PSTAT.120A, Math.117, Math.108A","NumPy, Pandas, SciPy, PyTorch",319
"Male",2025,"No","Statistics & Data Science","","No",2,"No","Yes","Yes","Yes","No","No","Python, R, SQL","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","Yes","Career.fair, Company.talks...Data.talks, Project.groups","Data Engineer","Yes","No","Yes","No","No","Yes","full time","Remote","United States","Georgia","Tech",5,"Power BI, Apache Kafka, GCP (Google Cloud Platform), Databricks, SAS, Jupyter Notebook, RapidMiner, Alteryx",4,"Data Visualization","Python, R, SQL","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, PSTAT.126, PSTAT.131","NumPy, Pandas, Scikit.learn",320
